CZ,1051,2016-6-30 23:25:00,2016-7-1 6:35:00,国内,Y,319,252
JD,1052,2016-6-30 23:05:00,2016-7-1 6:35:00,国内,Y,319,252
AQ,1053,2016-6-30 0:10:00,2016-7-1 6:35:00,国内,Y,738,378
HO,1054,2016-7-1 1:20:00,2016-7-1 6:40:00,国内,Y,320,312
MU,1055,2016-7-1 0:45:00,2016-7-1 6:40:00,国内,Y,320,312
CZ,1056,2016-7-1 0:05:00,2016-7-1 6:40:00,国内,Y,738,378
CZ,1057,2016-6-30 23:55:00,2016-7-1 6:40:00,国内,Y,320,312
CZ,1058,2016-7-1 4:40:00,2016-7-1 6:45:00,国内,Y,321,362
KY,1059,2016-7-1 0:50:00,2016-7-1 6:45:00,国内,Y,73G,268
CA,1060,2016-6-30 12:55:00,2016-7-1 6:45:00,国内,Y,73G,268
9C,1061,2016-6-28 0:30:00,2016-7-1 6:45:00,国内,Y,320,312
MU,1062,2016-7-1 1:25:00,2016-7-1 6:50:00,国内,Y,738,378
ZH,1063,2016-7-1 0:55:00,2016-7-1 6:50:00,国内,Y,320,312
CA,1064,2016-6-30 23:05:00,2016-7-1 6:50:00,国内,Y,73G,268
CZ,1065,2016-6-30 19:20:00,2016-7-1 6:50:00,国内,Y,73G,268
CZ,1066,2016-6-19 19:20:00,2016-7-1 6:50:00,国内,S,73W,298
HO,1067,2016-7-1 1:25:00,2016-7-1 6:55:00,国内,Y,32V,312
CZ,1068,2016-7-1 0:40:00,2016-7-1 6:55:00,国内,Y,319,252
JD,1069,2016-6-30 19:50:00,2016-7-1 6:55:00,国内,Y,320,312
ZH,1070,2016-7-1 1:10:00,2016-7-1 7:00:00,国内,Y,738,378
HU,1071,2016-6-30 22:55:00,2016-7-1 7:00:00,国内,Y,73G,268
CA,1072,2016-7-1 1:05:00,2016-7-1 7:05:00,国内,Y,73G,268
CZ,1073,2016-6-30 23:55:00,2016-7-1 7:05:00,国内,Y,738,378
CZ,1074,2016-6-30 23:50:00,2016-7-1 7:05:00,国内,Y,320,312
CZ,1075,2016-6-30 22:15:00,2016-7-1 7:05:00,国内,Y,E90,140
ZH,1076,2016-6-30 23:50:00,2016-7-1 7:10:00,国内,Y,320,312
CZ,1077,2016-6-30 23:40:00,2016-7-1 7:10:00,国内,Y,319,252
HU,1078,2016-6-30 18:30:00,2016-7-1 7:10:00,国内,Y,738,378
CZ,1079,2016-7-1 0:10:00,2016-7-1 7:15:00,国内,Y,319,252
ZH,1080,2016-6-30 20:50:00,2016-7-1 7:15:00,国内,Y,320,312
ZH,1081,2016-6-30 23:40:00,2016-7-1 7:20:00,国内,Y,319,252
CZ,1082,2016-6-30 23:30:00,2016-7-1 7:20:00,国内,Y,319,252
HU,1083,2016-6-30 21:35:00,2016-7-1 7:20:00,国内,Y,738,378
MU,1084,2016-7-1 1:10:00,2016-7-1 7:25:00,国内,Y,738,378
JD,1085,2016-6-30 22:45:00,2016-7-1 7:25:00,国内,Y,320,312
ZH,1086,2016-6-30 22:30:00,2016-7-1 7:25:00,国内,Y,320,312
ZH,1087,2016-7-1 0:35:00,2016-7-1 7:30:00,国内,Y,320,312
FM,1088,2016-6-30 23:40:00,2016-7-1 7:30:00,国内,Y,738,378
CZ,1089,2016-6-30 22:20:00,2016-7-1 7:30:00,国际,Y,73W,298
CZ,1090,2016-6-30 20:10:00,2016-7-1 7:30:00,国内,2,320,312
HU,1091,2016-6-30 19:10:00,2016-7-1 7:30:00,国内,Y,73G,268
CZ,1092,2016-7-1 1:50:00,2016-7-1 7:35:00,国内,Y,319,252
ZH,1093,2016-7-1 1:05:00,2016-7-1 7:35:00,国内,Y,320,312
JD,1094,2016-7-1 0:35:00,2016-7-1 7:35:00,国内,Y,320,312
CZ,1095,2016-6-30 21:50:00,2016-7-1 7:35:00,国内,Y,738,378
HU,1096,2016-7-1 1:15:00,2016-7-1 7:40:00,国内,Y,738,378
HU,1097,2016-6-30 23:10:00,2016-7-1 7:40:00,国内,Y,738,378
CZ,1098,2016-6-30 22:00:00,2016-7-1 7:40:00,国内,Y,738,378
MU,1099,2016-7-1 0:40:00,2016-7-1 7:45:00,国内,Y,738,378
CZ,1100,2016-6-30 23:55:00,2016-7-1 7:45:00,国内,Y,738,378
FM,1101,2016-6-30 18:55:00,2016-7-1 7:45:00,国内,Y,738,378
AQ,1102,2016-7-1 1:10:00,2016-7-1 7:50:00,国内,Y,738,378
ZH,1103,2016-6-30 22:40:00,2016-7-1 7:50:00,国内,Y,320,312
FM,1104,2016-6-30 18:40:00,2016-7-1 7:50:00,国内,Y,738,378
CA,1105,2016-6-30 18:10:00,2016-7-1 7:50:00,国内,Y,73G,268
HU,1106,2016-6-30 23:20:00,2016-7-1 7:55:00,国内,Y,738,378
HU,1107,2016-6-30 22:15:00,2016-7-1 7:55:00,国内,Y,738,378
CZ,1108,2016-7-1 1:00:00,2016-7-1 8:00:00,国内,Y,773,1100
CZ,1109,2016-6-30 23:35:00,2016-7-1 8:00:00,国内,Y,73W,298
CZ,1110,2016-6-30 23:15:00,2016-7-1 8:00:00,国内,Y,773,1100
CZ,1111,2016-6-30 21:10:00,2016-7-1 8:00:00,国内,Y,332,606
MU,1112,2016-7-1 0:30:00,2016-7-1 8:05:00,国内,Y,738,378
CZ,1113,2016-6-30 22:35:00,2016-7-1 8:05:00,国内,Y,320,312
CA,1114,2016-6-30 22:25:00,2016-7-1 8:05:00,国内,Y,333,880
HU,1115,2016-7-1 0:45:00,2016-7-1 8:10:00,国内,Y,788,500
CZ,1116,2016-6-30 22:50:00,2016-7-1 8:10:00,国内,Y,738,378
CZ,1117,2016-6-30 22:35:00,2016-7-1 8:10:00,国内,Y,320,312
CZ,1118,2016-6-30 19:35:00,2016-7-1 8:10:00,国内,Y,752,478
CZ,1119,2016-7-1 0:30:00,2016-7-1 8:15:00,国内,Y,320,312
CZ,1120,2016-6-30 23:30:00,2016-7-1 8:15:00,国内,Y,320,312
CZ,1121,2016-6-30 22:05:00,2016-7-1 8:15:00,国际,Y,73G,268
CZ,1122,2016-6-30 21:40:00,2016-7-1 8:15:00,国内,Y,320,312
CZ,1123,2016-7-1 6:50:00,2016-7-1 8:20:00,国内,Y,332,606
CZ,1124,2016-7-1 6:00:00,2016-7-1 8:20:00,国际,Y,333,880
CZ,1125,2016-6-30 21:55:00,2016-7-1 8:20:00,国内,Y,320,312
CZ,1126,2016-6-30 19:25:00,2016-7-1 8:20:00,国内,Y,320,312
CZ,1127,2016-7-1 0:50:00,2016-7-1 8:25:00,国内,Y,320,312
CZ,1128,2016-6-30 23:45:00,2016-7-1 8:25:00,国际,Y,738,378
CZ,1129,2016-6-30 22:55:00,2016-7-1 8:25:00,国内,Y,738,378
CZ,1130,2016-6-30 19:30:00,2016-7-1 8:25:00,国内,Y,738,378
CZ,1131,2016-7-1 5:45:00,2016-7-1 8:30:00,国内,Y,319,252
MU,1132,2016-7-1 1:10:00,2016-7-1 8:30:00,国内,Y,738,378
CA,1133,2016-7-1 0:15:00,2016-7-1 8:30:00,国内,Y,319,252
CZ,1134,2016-6-30 21:55:00,2016-7-1 8:30:00,国际,Y,321,362
CZ,1135,2016-7-1 0:15:00,2016-7-1 8:35:00,国内,Y,E90,140
CZ,1136,2016-6-30 22:30:00,2016-7-1 8:35:00,国际,Y,319,252
CA,1137,2016-6-30 21:25:00,2016-7-1 8:35:00,国内,Y,321,362
CZ,1138,2016-7-1 6:00:00,2016-7-1 8:40:00,国际,Y,332,606
CZ,1139,2016-7-1 0:25:00,2016-7-1 8:40:00,国际,Y,320,312
CZ,1140,2016-6-30 23:25:00,2016-7-1 8:40:00,国际,Y,738,378
CZ,1141,2016-6-29 19:35:00,2016-7-1 8:40:00,国内,Y,738,378
CZ,1142,2016-6-30 22:20:00,2016-7-1 8:45:00,国际,Y,738,378
CA,1143,2016-6-30 21:05:00,2016-7-1 8:45:00,国内,Y,738,378
CZ,1144,2016-6-30 19:45:00,2016-7-1 8:45:00,国内,Y,E90,140
CZ,1145,2016-7-1 6:00:00,2016-7-1 8:50:00,国内,Y,738,378
CZ,1146,2016-6-30 23:40:00,2016-7-1 8:50:00,国际,Y,738,378
ZH,1147,2016-6-30 20:20:00,2016-7-1 8:50:00,国内,Y,738,378
ZH,1148,2016-7-1 7:55:00,2016-7-1 8:55:00,国内,Y,320,312
ZH,1149,2016-7-1 7:00:00,2016-7-1 8:55:00,国内,Y,320,312
CZ,1151,2016-6-30 23:45:00,2016-7-1 9:00:00,国内,Y,320,312
CZ,1152,2016-6-30 21:50:00,2016-7-1 9:00:00,国际,Y,333,880
CZ,1153,2016-6-30 22:50:00,2016-7-1 9:05:00,国内,Y,E90,140
CA,1154,2016-6-30 21:55:00,2016-7-1 9:05:00,国内,Y,738,378
CZ,1155,2016-6-30 20:20:00,2016-7-1 9:05:00,国内,Y,319,252
HU,1156,2016-7-1 8:10:00,2016-7-1 9:10:00,国内,Y,738,378
CZ,1157,2016-6-30 23:50:00,2016-7-1 9:10:00,国内,Y,320,312
NH,1158,2016-6-30 21:45:00,2016-7-1 9:10:00,国际,Y,763,538
CZ,1159,2016-6-30 23:00:00,2016-7-1 9:15:00,国内,Y,738,378
CZ,1160,2016-6-30 22:15:00,2016-7-1 9:15:00,国内,Y,320,312
CA,1161,2016-6-30 21:20:00,2016-7-1 9:15:00,国内,Y,738,378
ZH,1162,2016-7-1 8:30:00,2016-7-1 9:20:00,国内,Y,320,312
HU,1163,2016-7-1 0:25:00,2016-7-1 9:20:00,国内,Y,738,378
CZ,1164,2016-6-30 22:15:00,2016-7-1 9:20:00,国内,Y,320,312
CZ,1165,2016-7-1 8:20:00,2016-7-1 9:25:00,国内,Y,32V,312
CZ,1166,2016-7-1 6:50:00,2016-7-1 9:25:00,国际,Y,321,362
ZH,1167,2016-6-30 20:30:00,2016-7-1 9:25:00,国内,Y,738,378
CZ,1168,2016-6-30 16:10:00,2016-7-1 9:25:00,国内,Y,738,378
CZ,1169,2016-7-1 8:30:00,2016-7-1 9:30:00,国内,Y,320,312
CZ,1170,2016-7-1 5:15:00,2016-7-1 9:30:00,国际,Y,788,500
HO,1171,2016-7-1 0:45:00,2016-7-1 9:30:00,国内,Y,320,312
MU,1172,2016-6-30 15:00:00,2016-7-1 9:30:00,国内,Y,738,378
PN,1173,2016-7-1 8:30:00,2016-7-1 9:35:00,国内,Y,32V,312
MF,1174,2016-7-1 8:25:00,2016-7-1 9:40:00,国内,Y,738,378
CZ,1175,2016-7-1 6:25:00,2016-7-1 9:45:00,国内,Y,738,378
CZ,1176,2016-6-30 23:35:00,2016-7-1 9:45:00,国际,Y,E90,140
ZH,1177,2016-6-30 20:00:00,2016-7-1 9:45:00,国内,Y,738,378
HU,1178,2016-6-30 22:55:00,2016-7-1 9:50:00,国内,Y,738,378
ZH,1179,2016-6-30 22:20:00,2016-7-1 9:50:00,国内,Y,738,378
KA,1180,2016-7-1 8:55:00,2016-7-1 9:55:00,国际,Y,333,880
FM,1181,2016-6-30 20:55:00,2016-7-1 9:55:00,国内,Y,763,538
CZ,1182,2016-6-30 20:05:00,2016-7-1 9:55:00,国内,Y,738,378
CZ,1183,2016-7-1 6:40:00,2016-7-1 10:00:00,国内,3,332,606
HU,1184,2016-7-1 9:15:00,2016-7-1 10:10:00,国内,Y,738,378
CZ,1185,2016-7-1 0:20:00,2016-7-1 10:10:00,国内,Y,738,378
CZ,1186,2016-6-30 22:40:00,2016-7-1 10:10:00,国内,Y,320,312
3U,1187,2016-7-1 9:10:00,2016-7-1 10:15:00,国内,Y,321,362
AK,1188,2016-7-1 9:35:00,2016-7-1 10:20:00,国际,Y,320,312
CZ,1189,2016-7-1 9:35:00,2016-7-1 10:20:00,国内,Y,E90,140
CZ,1190,2016-7-1 9:30:00,2016-7-1 10:20:00,国内,Y,320,312
3U,1191,2016-7-1 9:20:00,2016-7-1 10:25:00,国内,Y,321,362
CZ,1192,2016-6-30 23:20:00,2016-7-1 10:25:00,国内,3,320,312
MU,1193,2016-7-1 9:25:00,2016-7-1 10:30:00,国内,Y,321,362
CA,1194,2016-7-1 0:20:00,2016-7-1 10:30:00,国内,Y,772,752
CZ,1195,2016-7-1 9:45:00,2016-7-1 10:35:00,国内,Y,320,312
CZ,1196,2016-7-1 9:35:00,2016-7-1 10:35:00,国内,Y,738,378
CZ,1197,2016-6-30 22:35:00,2016-7-1 10:35:00,国际,Y,319,252
TR,1198,2016-7-1 9:55:00,2016-7-1 10:40:00,国际,Y,320,312
9C,1199,2016-7-1 9:40:00,2016-7-1 10:40:00,国内,Y,32V,312
CA,1200,2016-7-1 9:30:00,2016-7-1 10:40:00,国内,Y,321,362
CZ,1201,2016-7-1 8:55:00,2016-7-1 10:40:00,国内,Y,320,312
OQ,1202,2016-7-1 9:55:00,2016-7-1 10:45:00,国内,Y,320,312
EU,1203,2016-7-1 9:40:00,2016-7-1 10:45:00,国内,Y,32V,312
CZ,1204,2016-7-1 9:15:00,2016-7-1 10:45:00,国内,Y,738,378
ZH,1205,2016-6-30 23:30:00,2016-7-1 10:45:00,国内,Y,738,378
MU,1206,2016-7-1 9:50:00,2016-7-1 10:50:00,国内,Y,32V,312
HU,1207,2016-7-1 9:50:00,2016-7-1 10:50:00,国内,Y,73W,298
ZH,1208,2016-6-30 22:00:00,2016-7-1 10:50:00,国内,Y,738,378
CA,1209,2016-7-1 10:00:00,2016-7-1 10:55:00,国内,Y,738,378
MU,1210,2016-7-1 10:00:00,2016-7-1 10:55:00,国内,Y,320,312
MF,1211,2016-7-1 9:50:00,2016-7-1 10:55:00,国内,Y,73G,268
CZ,1212,2016-6-30 22:45:00,2016-7-1 11:00:00,国际,Y,321,362
SU,1213,2016-7-1 9:40:00,2016-7-1 11:10:00,国际,Y,333,880
CZ,1214,2016-7-1 10:15:00,2016-7-1 11:15:00,国内,Y,738,378
HU,1215,2016-7-1 10:10:00,2016-7-1 11:15:00,国内,Y,738,378
MF,1216,2016-7-1 10:10:00,2016-7-1 11:15:00,国内,Y,738,378
MU,1217,2016-7-1 10:10:00,2016-7-1 11:15:00,国内,Y,738,378
MU,1218,2016-7-1 10:20:00,2016-7-1 11:20:00,国内,Y,320,312
MU,1219,2016-7-1 10:15:00,2016-7-1 11:20:00,国内,Y,321,362
CZ,1220,2016-7-1 9:05:00,2016-7-1 11:20:00,国内,Y,320,312
CZ,1221,2016-7-1 10:35:00,2016-7-1 11:25:00,国内,Y,320,312
MU,1222,2016-7-1 10:20:00,2016-7-1 11:25:00,国内,Y,738,378
CZ,1223,2016-7-1 9:45:00,2016-7-1 11:25:00,国内,Y,738,378
CZ,1224,2016-6-30 18:40:00,2016-7-1 11:25:00,国际,Y,320,312
CA,1225,2016-7-1 10:20:00,2016-7-1 11:30:00,国内,Y,321,362
FM,1226,2016-7-1 9:50:00,2016-7-1 11:30:00,国内,Y,738,378
CZ,1227,2016-7-1 5:25:00,2016-7-1 11:30:00,国际,Y,333,880
ZH,1228,2016-7-1 10:50:00,2016-7-1 11:35:00,国内,Y,320,312
CZ,1229,2016-7-1 10:25:00,2016-7-1 11:40:00,国内,Y,738,378
CZ,1230,2016-7-1 10:45:00,2016-7-1 11:45:00,国内,Y,321,362
HU,1231,2016-7-1 10:40:00,2016-7-1 11:45:00,国内,Y,738,378
CZ,1232,2016-7-1 10:40:00,2016-7-1 11:45:00,国内,Y,738,378
CZ,1233,2016-6-30 22:55:00,2016-7-1 11:45:00,混合,Y,332,606
OQ,1234,2016-7-1 10:50:00,2016-7-1 11:50:00,国内,Y,320,312
CZ,1235,2016-7-1 0:15:00,2016-7-1 11:50:00,国内,Y,321,362
HU,1236,2016-7-1 11:05:00,2016-7-1 11:55:00,国内,Y,738,378
CA,1237,2016-7-1 10:45:00,2016-7-1 11:55:00,国内,Y,738,378
MU,1238,2016-7-1 10:40:00,2016-7-1 11:55:00,国内,Y,333,880
SC,1239,2016-7-1 10:45:00,2016-7-1 12:00:00,国内,Y,73H,238
CZ,1240,2016-7-1 10:25:00,2016-7-1 12:00:00,国内,Y,319,252
CZ,1241,2016-7-1 9:30:00,2016-7-1 12:00:00,国内,Y,332,606
CZ,1242,2016-6-30 17:15:00,2016-7-1 12:00:00,国际,Y,773,1100
CZ,1243,2016-6-28 21:50:00,2016-7-1 12:00:00,国内,Y,788,500
MU,1244,2016-7-1 10:55:00,2016-7-1 12:05:00,国内,Y,738,378
CZ,1245,2016-7-1 10:45:00,2016-7-1 12:05:00,国内,Y,738,378
SC,1246,2016-7-1 11:05:00,2016-7-1 12:10:00,国内,Y,738,378
MU,1247,2016-7-1 10:50:00,2016-7-1 12:10:00,国内,Y,321,362
NS,1248,2016-7-1 11:05:00,2016-7-1 12:15:00,国内,Y,738,378
CZ,1249,2016-6-30 22:10:00,2016-7-1 12:15:00,国内,Y,773,1100
CZ,1250,2016-7-1 11:35:00,2016-7-1 12:20:00,国内,Y,E90,140
OZ,1251,2016-7-1 11:10:00,2016-7-1 12:20:00,国际,Y,333,880
CZ,1252,2016-7-1 11:20:00,2016-7-1 12:25:00,国内,Y,319,252
MF,1253,2016-7-1 11:15:00,2016-7-1 12:25:00,国内,Y,738,378
CA,1254,2016-7-1 10:55:00,2016-7-1 12:30:00,国内,Y,321,362
FM,1255,2016-7-1 10:55:00,2016-7-1 12:30:00,国内,Y,333,880
CZ,1256,2016-7-1 11:45:00,2016-7-1 12:35:00,国内,Y,738,378
CA,1257,2016-7-1 11:40:00,2016-7-1 12:35:00,国内,Y,73G,268
FM,1258,2016-7-1 11:25:00,2016-7-1 12:35:00,国内,Y,738,378
CZ,1259,2016-7-1 10:50:00,2016-7-1 12:35:00,国际,Y,321,362
KE,1260,2016-7-1 11:30:00,2016-7-1 12:40:00,国际,Y,333,880
CZ,1261,2016-7-1 11:20:00,2016-7-1 12:40:00,国际,3,738,378
CZ,1262,2016-7-1 11:40:00,2016-7-1 12:45:00,国际,Y,321,362
CZ,1263,2016-7-1 11:35:00,2016-7-1 12:45:00,国内,Y,320,312
CZ,1264,2016-6-30 19:20:00,2016-7-1 12:45:00,国内,Y,319,252
SC,1265,2016-7-1 11:25:00,2016-7-1 12:50:00,国内,Y,738,378
CZ,1266,2016-6-30 23:45:00,2016-7-1 12:50:00,国内,Y,738,378
HU,1267,2016-7-1 11:50:00,2016-7-1 12:55:00,国内,3,763,538
CZ,1268,2016-7-1 11:35:00,2016-7-1 12:55:00,国内,3,320,312
CZ,1269,2016-7-1 11:45:00,2016-7-1 13:00:00,国内,Y,321,362
ZH,1270,2016-6-30 23:10:00,2016-7-1 13:00:00,国内,Y,738,378
ZH,1271,2016-7-1 11:50:00,2016-7-1 13:05:00,国内,Y,320,312
CZ,1272,2016-7-1 11:40:00,2016-7-1 13:05:00,国内,Y,738,378
CZ,1273,2016-7-1 11:30:00,2016-7-1 13:05:00,国际,Y,73G,268
MU,1274,2016-7-1 12:05:00,2016-7-1 13:10:00,国内,Y,320,312
BR,1275,2016-7-1 11:55:00,2016-7-1 13:10:00,国际,Y,332,606
CZ,1276,2016-7-1 12:30:00,2016-7-1 13:15:00,国内,3,73G,268
MF,1277,2016-7-1 12:10:00,2016-7-1 13:15:00,国内,Y,738,378
ZH,1278,2016-7-1 11:50:00,2016-7-1 13:15:00,国内,Y,738,378
CZ,1279,2016-7-1 12:10:00,2016-7-1 13:20:00,国内,Y,320,312
3U,1280,2016-7-1 12:05:00,2016-7-1 13:20:00,国内,Y,320,312
CZ,1281,2016-7-1 11:50:00,2016-7-1 13:20:00,国内,Y,321,362
MU,1282,2016-7-1 12:25:00,2016-7-1 13:25:00,国内,Y,321,362
SQ,1283,2016-7-1 12:20:00,2016-7-1 13:25:00,国际,Y,333,880
K6,1284,2016-7-1 12:15:00,2016-7-1 13:25:00,国际,Y,321,362
CZ,1285,2016-6-30 22:05:00,2016-7-1 13:25:00,国内,Y,320,312
CA,1286,2016-7-1 12:25:00,2016-7-1 13:30:00,国内,Y,333,880
FM,1287,2016-7-1 11:55:00,2016-7-1 13:30:00,国内,Y,73H,238
CA,1288,2016-7-1 11:45:00,2016-7-1 13:30:00,国内,Y,321,362
CZ,1289,2016-7-1 12:25:00,2016-7-1 13:35:00,国内,Y,738,378
CZ,1290,2016-7-1 12:20:00,2016-7-1 13:35:00,国内,Y,319,252
CZ,1291,2016-7-1 12:30:00,2016-7-1 13:40:00,国内,Y,738,378
CZ,1292,2016-7-1 12:55:00,2016-7-1 13:45:00,国内,Y,319,252
JD,1293,2016-7-1 12:40:00,2016-7-1 13:45:00,国内,Y,320,312
CZ,1294,2016-7-1 13:00:00,2016-7-1 13:50:00,国际,Y,738,378
CZ,1295,2016-7-1 12:45:00,2016-7-1 13:50:00,国内,Y,738,378
FM,1296,2016-7-1 12:40:00,2016-7-1 13:50:00,国内,Y,738,378
CZ,1297,2016-7-1 12:10:00,2016-7-1 13:55:00,国内,Y,321,362
CA,1298,2016-7-1 11:55:00,2016-7-1 13:55:00,国内,Y,73G,268
CZ,1299,2016-7-1 12:55:00,2016-7-1 14:00:00,混合,Y,320,312
CZ,1300,2016-7-1 12:00:00,2016-7-1 14:00:00,国内,3,333,880
CZ,1301,2016-7-1 11:10:00,2016-7-1 14:00:00,国际,Y,773,1100
ZH,1302,2016-7-1 9:55:00,2016-7-1 14:00:00,国内,Y,738,378
MU,1303,2016-7-1 13:00:00,2016-7-1 14:05:00,国内,Y,738,378
ZH,1304,2016-7-1 12:45:00,2016-7-1 14:05:00,国内,Y,320,312
CZ,1305,2016-7-1 6:00:00,2016-7-1 14:05:00,国际,Y,788,500
CZ,1306,2016-7-1 13:05:00,2016-7-1 14:10:00,国内,Y,320,312
ZH,1307,2016-7-1 12:50:00,2016-7-1 14:10:00,国内,Y,320,312
MU,1308,2016-7-1 11:25:00,2016-7-1 14:10:00,国内,Y,738,378
CZ,1309,2016-7-1 13:25:00,2016-7-1 14:15:00,国际,Y,73W,298
NH,1310,2016-7-1 13:05:00,2016-7-1 14:15:00,国际,Y,763,538
CZ,1311,2016-7-1 13:05:00,2016-7-1 14:20:00,国内,Y,320,312
MF,1312,2016-7-1 13:20:00,2016-7-1 14:25:00,国内,Y,73G,268
CZ,1313,2016-7-1 13:15:00,2016-7-1 14:25:00,国内,Y,738,378
CZ,1314,2016-7-1 11:10:00,2016-7-1 14:25:00,国内,Y,333,880
MU,1315,2016-7-1 13:25:00,2016-7-1 14:30:00,国内,Y,73G,268
MU,1316,2016-7-1 12:55:00,2016-7-1 14:30:00,国内,Y,321,362
JL,1317,2016-7-1 12:30:00,2016-7-1 14:30:00,国际,Y,763,538
CZ,1318,2016-7-1 6:50:00,2016-7-1 14:30:00,国际,Y,332,606
CZ,1319,2016-7-1 13:45:00,2016-7-1 14:40:00,国际,Y,319,252
MH,1320,2016-7-1 13:35:00,2016-7-1 14:40:00,国际,Y,738,378
GJ,1321,2016-7-1 13:35:00,2016-7-1 14:40:00,国内,Y,320,312
HU,1322,2016-7-1 13:20:00,2016-7-1 14:45:00,国内,Y,73G,268
CZ,1323,2016-7-1 13:50:00,2016-7-1 14:50:00,国内,Y,738,378
CZ,1324,2016-7-1 13:50:00,2016-7-1 14:50:00,国内,Y,319,252
HU,1325,2016-7-1 14:00:00,2016-7-1 14:55:00,国内,Y,73W,298
CZ,1326,2016-7-1 13:40:00,2016-7-1 14:55:00,国际,Y,738,378
CZ,1327,2016-7-1 13:30:00,2016-7-1 14:55:00,国内,Y,320,312
CZ,1328,2016-7-1 12:45:00,2016-7-1 14:55:00,国内,Y,320,312
